id,length,record_datetime,name,sample_rate,sound_type,species,gender,fed,plurality,age,method,mic_type,device_type,country,district,province,place,location_type
222517,5.12,02-08-20 00:00,IFA_76_33_3033.wav,44100,mosquito,ma uniformis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222457,17.86,02-08-20 00:00,IFA_76_34_3034.wav,44100,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222456,58.88,02-08-20 00:00,IFA_76_34_3034.wav,44100,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222454,10.24,02-08-20 00:00,IFA_76_35_3035.wav,44100,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222455,5.12,02-08-20 00:00,IFA_76_35_3035.wav,44100,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222501,10.24,02-08-20 00:00,IFA_76_36_3036.wav,44100,mosquito,culex pipiens complex,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222476,7.68,02-08-20 00:00,IFA_76_38_3038.wav,44100,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222477,23.04,02-08-20 00:00,IFA_76_38_3038.wav,44100,mosquito,an arabiensis,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222446,30.72,02-08-20 00:00,IFA_76_39_3039.wav,44100,mosquito,culex pipiens complex,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222478,10.24,02-08-20 00:00,IFA_76_40_3040.wav,44100,mosquito,an funestus ss,Female,t,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222481,10.24,02-08-20 00:00,IFA_76_40_3040.wav,44100,mosquito,an funestus ss,Female,t,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222480,12.8,02-08-20 00:00,IFA_76_40_3040.wav,44100,mosquito,an funestus ss,Female,t,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222479,2.56,02-08-20 00:00,IFA_76_40_3040.wav,44100,mosquito,an funestus ss,Female,t,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
220038,69.0677551,23-08-20 00:00,IFA_85_01_3361_background.wav,44100,background,,,,,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222540,10.24,23-08-20 00:00,IFA_85_10_3370.wav,44100,mosquito,an funestus sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222539,10.24,23-08-20 00:00,IFA_85_10_3370.wav,44100,mosquito,an funestus sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222538,2.56,23-08-20 00:00,IFA_85_10_3370.wav,44100,mosquito,an funestus sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222544,25.6,23-08-20 00:00,IFA_85_11_3371.wav,44100,mosquito,an funestus ss,Female,t,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222560,2.56,23-08-20 00:00,IFA_85_12_3372.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222561,15.36,23-08-20 00:00,IFA_85_12_3372.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222559,7.68,23-08-20 00:00,IFA_85_12_3372.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222542,10.24,23-08-20 00:00,IFA_85_13_3373.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222543,12.8,23-08-20 00:00,IFA_85_13_3373.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222541,5.12,23-08-20 00:00,IFA_85_13_3373.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222549,35.84,23-08-20 00:00,IFA_85_14_3374.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222548,5.12,23-08-20 00:00,IFA_85_14_3374.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222564,7.68,23-08-20 00:00,IFA_85_15_3375.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222563,30.72,23-08-20 00:00,IFA_85_15_3375.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222528,23.04,23-08-20 00:00,IFA_85_16_3376.wav,44100,mosquito,an funestus sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222529,12.8,23-08-20 00:00,IFA_85_16_3376.wav,44100,mosquito,an funestus sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222570,12.74,23-08-20 00:00,IFA_85_17_3377.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222569,35.84,23-08-20 00:00,IFA_85_17_3377.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222537,7.68,23-08-20 00:00,IFA_85_18_3378.wav,44100,mosquito,an funestus sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222535,7.68,23-08-20 00:00,IFA_85_18_3378.wav,44100,mosquito,an funestus sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222536,2.56,23-08-20 00:00,IFA_85_18_3378.wav,44100,mosquito,an funestus sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222552,12.8,23-08-20 00:00,IFA_85_19_3379.wav,44100,mosquito,an funestus sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222554,2.56,23-08-20 00:00,IFA_85_19_3379.wav,44100,mosquito,an funestus sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222553,7.68,23-08-20 00:00,IFA_85_19_3379.wav,44100,mosquito,an funestus sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222555,15.3,23-08-20 00:00,IFA_85_19_3379.wav,44100,mosquito,an funestus sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222530,7.68,23-08-20 00:00,IFA_85_20_3380.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222580,15.36,23-08-20 00:00,IFA_85_21_3381.wav,44100,mosquito,an funestus sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222579,15.36,23-08-20 00:00,IFA_85_21_3381.wav,44100,mosquito,an funestus sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222531,30.66,23-08-20 00:00,IFA_85_22_3382.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222545,30.72,23-08-20 00:00,IFA_85_23_3383.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222546,17.92,23-08-20 00:00,IFA_85_24_3384.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222547,12.74,23-08-20 00:00,IFA_85_24_3384.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222582,25.6,23-08-20 00:00,IFA_85_25_3385.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222574,15.36,23-08-20 00:00,IFA_85_26_3386.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222575,12.8,23-08-20 00:00,IFA_85_26_3386.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222556,23.04,23-08-20 00:00,IFA_85_27_3387.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222557,10.18,23-08-20 00:00,IFA_85_27_3387.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222558,28.1,23-08-20 00:00,IFA_85_28_3388.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222532,7.68,23-08-20 00:00,IFA_85_29_3389.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222551,5.12,23-08-20 00:00,IFA_85_30_3390.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222562,30.72,23-08-20 00:00,IFA_85_31_3391.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222584,2.56,23-08-20 00:00,IFA_85_32_3392.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222583,23.04,23-08-20 00:00,IFA_85_32_3392.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222572,10.24,23-08-20 00:00,IFA_85_33_3393.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222573,5.06,23-08-20 00:00,IFA_85_33_3393.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222571,23.04,23-08-20 00:00,IFA_85_34_3394.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222581,35.84,23-08-20 00:00,IFA_85_35_3395.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222534,5.12,23-08-20 00:00,IFA_85_36_3396.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222533,23.04,23-08-20 00:00,IFA_85_36_3396.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222576,25.54,23-08-20 00:00,IFA_85_37_3397.wav,44100,mosquito,an gambiae sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222566,2.56,23-08-20 00:00,IFA_85_38_3398.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222567,5.12,23-08-20 00:00,IFA_85_38_3398.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222565,10.24,23-08-20 00:00,IFA_85_38_3398.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222568,2.56,23-08-20 00:00,IFA_85_38_3398.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222550,12.8,23-08-20 00:00,IFA_85_39_3399.wav,44100,mosquito,an funestus sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222577,5.12,23-08-20 00:00,IFA_85_40_3400.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222578,25.54,23-08-20 00:00,IFA_85_40_3400.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222607,28.16,23-08-20 00:00,IFA_86_10_3410.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222612,7.62,23-08-20 00:00,IFA_86_11_3411.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222611,25.6,23-08-20 00:00,IFA_86_11_3411.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222610,30.66,23-08-20 00:00,IFA_86_12_3412.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222593,40.96,23-08-20 00:00,IFA_86_13_3413.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222605,25.6,23-08-20 00:00,IFA_86_14_3414.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222601,33.28,23-08-20 00:00,IFA_86_15_3415.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222587,10.24,23-08-20 00:00,IFA_86_16_3416.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222588,35.78,23-08-20 00:00,IFA_86_16_3416.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222590,30.66,23-08-20 00:00,IFA_86_17_3417.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222589,25.6,23-08-20 00:00,IFA_86_18_3418.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222595,40.96,23-08-20 00:00,IFA_86_19_3419.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222613,28.16,23-08-20 00:00,IFA_86_20_3420.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222597,33.28,23-08-20 00:00,IFA_86_21_3421.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222592,30.72,23-08-20 00:00,IFA_86_22_3422.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222608,10.24,23-08-20 00:00,IFA_86_23_3423.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222609,12.8,23-08-20 00:00,IFA_86_23_3423.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222594,48.58,23-08-20 00:00,IFA_86_24_3424.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222620,30.72,23-08-20 00:00,IFA_86_25_3425.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222621,30.72,23-08-20 00:00,IFA_86_26_3426.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
220039,60.91755102,23-08-20 00:00,IFA_86_27_3427_background.wav,44100,background,,,,,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222606,56.26,23-08-20 00:00,IFA_86_27_3427.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222599,23.04,23-08-20 00:00,IFA_86_28_3428.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222617,38.34,23-08-20 00:00,IFA_86_29_3429.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222602,38.34,23-08-20 00:00,IFA_86_30_3430.wav,44100,mosquito,an funestus ss,Female,t,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222619,38.34,23-08-20 00:00,IFA_86_31_3431.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222603,30.72,23-08-20 00:00,IFA_86_32_3432.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222600,23.04,23-08-20 00:00,IFA_86_33_3433.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222591,35.84,23-08-20 00:00,IFA_86_34_3434.wav,44100,mosquito,an funestus sl,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222616,38.34,23-08-20 00:00,IFA_86_35_3435.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222604,33.28,23-08-20 00:00,IFA_86_36_3436.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222598,35.84,23-08-20 00:00,IFA_86_37_3437.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222618,35.84,23-08-20 00:00,IFA_86_38_3438.wav,44100,mosquito,an funestus ss,Female,t,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222615,30.72,23-08-20 00:00,IFA_86_39_3439.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222585,25.6,23-08-20 00:00,IFA_86_40_3440.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222586,40.9,23-08-20 00:00,IFA_87_10_3450.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222596,40.9,23-08-20 00:00,IFA_87_11_3451.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
222614,38.4,23-08-20 00:00,IFA_87_12_3452.wav,44100,mosquito,an funestus ss,Female,f,Single,,LT,telinga,tascam,Tanzania,Kilombero District,Morogoro,Ifakara,cup
219947,49.152,01-01-14 01:07,r2014-01-01_01.07.11.136.wav_u2016-04-08_14.28.14.463003.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219359,59.392,01-01-14 03:23,r2014-01-01_03.23.41.273.wav_u2016-04-08_12.44.31.548993.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219360,33.792,11-02-14 22:20,r2014-02-11_22.20.49.376.wav_u2016-05-20_09.18.12.104955.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219361,59.648,11-02-14 22:24,r2014-02-11_22.24.11.556.wav_u2016-05-20_09.18.23.864890.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219362,54.272,11-02-14 22:25,r2014-02-11_22.25.16.897.wav_u2016-05-20_09.18.32.852718.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219363,26.624,11-02-14 22:26,r2014-02-11_22.26.16.791.wav_u2016-05-20_09.18.36.803951.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219364,59.136,11-02-14 22:33,r2014-02-11_22.33.15.005.wav_u2016-05-20_09.19.29.191887.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219365,54.272,11-02-14 22:34,r2014-02-11_22.34.20.260.wav_u2016-05-20_09.20.07.115255.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219366,10.24,11-02-14 22:35,r2014-02-11_22.35.20.311.wav_u2016-05-20_09.20.15.526113.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219367,59.392,11-02-14 22:41,r2014-02-11_22.41.28.734.wav_u2016-05-20_09.20.27.755372.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219368,54.272,11-02-14 22:42,r2014-02-11_22.42.34.031.wav_u2016-05-20_09.20.35.085983.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219948,54.36,01-01-15 02:57,r2015-01-01_02.57.24.963.wav_u2016-04-08_14.14.12.357058.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219424,5.376,17-12-15 18:30,r2015-12-17_18.30.08.828.wav_u2016-04-08_14.22.04.345545.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219425,59.392,08-04-16 16:20,r2016-04-08_16.20.42.565.wav_u2016-04-08_14.22.13.472922.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219426,11.264,08-04-16 16:21,r2016-04-08_16.21.47.803.wav_u2016-04-08_14.22.16.534868.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219427,46.592,20-05-16 09:37,r2016-05-20_09.37.29.958.wav_u2016-05-20_09.14.57.200969.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219428,59.392,20-05-16 09:41,r2016-05-20_09.41.04.403.wav_u2016-05-20_09.15.21.960349.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219429,54.272,20-05-16 09:42,r2016-05-20_09.42.09.700.wav_u2016-05-20_09.15.30.360166.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219430,18.176,20-05-16 09:43,r2016-05-20_09.43.09.746.wav_u2016-05-20_09.15.33.930470.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219431,59.392,20-05-16 09:45,r2016-05-20_09.45.38.381.wav_u2016-05-20_09.16.19.227211.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219432,54.272,20-05-16 09:46,r2016-05-20_09.46.43.670.wav_u2016-05-20_09.16.31.455880.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219433,17.152,20-05-16 09:47,r2016-05-20_09.47.43.709.wav_u2016-05-20_09.16.35.276807.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219434,59.136,20-05-16 09:50,r2016-05-20_09.50.02.261.wav_u2016-05-20_09.16.47.935797.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219435,54.272,20-05-16 09:51,r2016-05-20_09.51.07.508.wav_u2016-05-20_09.17.43.373685.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219436,10.496,20-05-16 09:52,r2016-05-20_09.52.07.571.wav_u2016-05-20_09.17.45.704101.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219437,59.392,20-05-16 09:58,r2016-05-20_09.58.21.330.wav_u2016-05-20_09.17.56.674541.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219438,54.272,20-05-16 09:59,r2016-05-20_09.59.26.627.wav_u2016-05-20_09.18.10.504015.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219439,9.472,20-05-16 10:00,r2016-05-20_10.00.26.678.wav_u2016-05-20_09.18.55.916447.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218789,59.392,24-05-16 09:37,r2016-05-24_09.37.24.167.wav_u2016-05-25_06.20.18.396114.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219440,58.624,24-05-16 09:37,r2016-05-24_09.37.29.956.wav_u2016-05-25_06.20.09.295492.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218790,54.272,24-05-16 09:38,r2016-05-24_09.38.29.406.wav_u2016-05-25_06.20.23.703674.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219441,54.272,24-05-16 09:38,r2016-05-24_09.38.35.268.wav_u2016-05-24_12.45.05.450860.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218791,54.272,24-05-16 09:39,r2016-05-24_09.39.29.445.wav_u2016-05-24_12.45.10.182540.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219442,54.272,24-05-16 09:39,r2016-05-24_09.39.35.159.wav_u2016-05-24_12.45.15.202470.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218792,54.272,24-05-16 09:40,r2016-05-24_09.40.29.486.wav_u2016-05-24_12.45.19.292346.wav,8000,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
