id,length,name,sample_rate,record_datetime,sound_type,species,gender,fed,plurality,age,method,mic_type,device_type,country,district,province,place,location_type
219472,54.272,r2016-05-24_10.13.38.390.wav_u2016-05-24_13.03.48.013594.wav,8000,24-05-16 10:13,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218813,53.76,r2016-05-24_10.14.36.518.wav_u2016-05-25_06.21.01.588771.wav,8000,24-05-16 10:14,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219473,54.016,r2016-05-24_10.14.38.436.wav_u2016-05-24_13.03.54.683319.wav,8000,24-05-16 10:14,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218814,4,r2016-05-24_10.15.36.407.wav_u2016-05-25_06.21.06.027869.wav,8000,24-05-16 10:15,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219474,54.016,r2016-05-24_10.15.38.377.wav_u2016-05-24_13.04.03.993562.wav,8000,24-05-16 10:15,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218815,54.272,r2016-05-24_10.16.36.456.wav_u2016-05-25_06.21.10.599170.wav,8000,24-05-16 10:16,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219475,54.272,r2016-05-24_10.16.38.390.wav_u2016-05-24_13.04.11.093612.wav,8000,24-05-16 10:16,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218816,54.272,r2016-05-24_10.17.36.497.wav_u2016-05-25_06.21.19.119645.wav,8000,24-05-16 10:17,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219476,54.272,r2016-05-24_10.17.38.427.wav_u2016-05-24_13.04.19.312976.wav,8000,24-05-16 10:17,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218818,1.1,r2016-05-24_10.18.36.538.wav_u2016-05-25_06.21.23.757370.wav,8000,24-05-16 10:18,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218817,1.2,r2016-05-24_10.18.36.538.wav_u2016-05-25_06.21.23.757370.wav,8000,24-05-16 10:18,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218819,0.8,r2016-05-24_10.18.36.538.wav_u2016-05-25_06.21.23.757370.wav,8000,24-05-16 10:18,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219477,54.272,r2016-05-24_10.18.38.318.wav_u2016-05-24_13.04.27.436718.wav,8000,24-05-16 10:18,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218820,54.272,r2016-05-24_10.19.36.427.wav_u2016-05-25_06.21.28.859713.wav,8000,24-05-16 10:19,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218821,54.272,r2016-05-24_10.20.36.465.wav_u2016-05-25_06.21.34.096507.wav,8000,24-05-16 10:20,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218822,54.272,r2016-05-24_10.21.36.506.wav_u2016-05-25_06.21.38.297630.wav,8000,24-05-16 10:21,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218823,13.056,r2016-05-24_10.22.36.547.wav_u2016-05-25_06.21.39.575348.wav,8000,24-05-16 10:22,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218827,4.4,r2016-05-24_10.23.27.332.wav_u2016-05-25_06.21.44.157812.wav,8000,24-05-16 10:23,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218825,0.9,r2016-05-24_10.23.27.332.wav_u2016-05-25_06.21.44.157812.wav,8000,24-05-16 10:23,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218824,1.6,r2016-05-24_10.23.27.332.wav_u2016-05-25_06.21.44.157812.wav,8000,24-05-16 10:23,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218826,1.1,r2016-05-24_10.23.27.332.wav_u2016-05-25_06.21.44.157812.wav,8000,24-05-16 10:23,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218828,54.272,r2016-05-24_10.24.32.686.wav_u2016-05-25_06.21.48.716830.wav,8000,24-05-16 10:24,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218829,54.272,r2016-05-24_10.25.32.576.wav_u2016-05-25_06.21.53.258043.wav,8000,24-05-16 10:25,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218830,54.272,r2016-05-24_10.26.32.618.wav_u2016-05-25_06.21.58.648404.wav,8000,24-05-16 10:26,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218831,54.016,r2016-05-24_10.27.32.656.wav_u2016-05-25_06.22.02.785098.wav,8000,24-05-16 10:27,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218832,54.272,r2016-05-24_10.28.32.597.wav_u2016-05-25_06.22.08.336521.wav,8000,24-05-16 10:28,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218833,54.272,r2016-05-24_10.29.32.636.wav_u2016-05-25_06.22.13.660554.wav,8000,24-05-16 10:29,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218834,53.76,r2016-05-24_10.30.32.676.wav_u2016-05-25_06.22.18.484910.wav,8000,24-05-16 10:30,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218836,1.1,r2016-05-24_10.31.32.617.wav_u2016-05-25_06.22.23.445015.wav,8000,24-05-16 10:31,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218835,4.1,r2016-05-24_10.31.32.617.wav_u2016-05-25_06.22.23.445015.wav,8000,24-05-16 10:31,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218837,54.272,r2016-05-24_10.32.32.656.wav_u2016-05-25_06.22.27.182410.wav,8000,24-05-16 10:32,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218838,58.624,r2016-05-24_11.19.45.158.wav_u2016-05-25_06.22.32.730584.wav,8000,24-05-16 11:19,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218839,54.272,r2016-05-24_11.20.50.478.wav_u2016-05-25_06.22.47.450935.wav,8000,24-05-16 11:20,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218840,54.272,r2016-05-24_11.21.50.367.wav_u2016-05-25_06.22.51.846362.wav,8000,24-05-16 11:21,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218841,54.272,r2016-05-24_11.22.50.408.wav_u2016-05-25_06.22.57.155911.wav,8000,24-05-16 11:22,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218842,54.016,r2016-05-24_11.23.50.458.wav_u2016-05-25_06.23.02.647733.wav,8000,24-05-16 11:23,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218843,54.272,r2016-05-24_11.24.50.455.wav_u2016-05-25_06.23.08.597588.wav,8000,24-05-16 11:24,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218844,54.272,r2016-05-24_11.25.50.498.wav_u2016-05-25_06.23.14.068376.wav,8000,24-05-16 11:25,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218845,54.272,r2016-05-24_11.26.50.398.wav_u2016-05-25_06.23.20.105911.wav,8000,24-05-16 11:26,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218846,54.272,r2016-05-24_11.27.50.446.wav_u2016-05-25_06.23.27.086711.wav,8000,24-05-16 11:27,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218847,50.688,r2016-05-24_11.28.50.486.wav_u2016-05-25_06.23.31.627663.wav,8000,24-05-16 11:28,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218848,59.648,r2016-05-24_11.30.08.618.wav_u2016-05-25_06.23.40.366222.wav,8000,24-05-16 11:30,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218849,0.7,r2016-05-24_11.32.13.906.wav_u2016-05-25_06.23.49.596064.wav,8000,24-05-16 11:32,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218850,5,r2016-05-24_11.33.13.946.wav_u2016-05-25_06.23.54.125756.wav,8000,24-05-16 11:33,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218851,2.9,r2016-05-24_11.33.13.946.wav_u2016-05-25_06.23.54.125756.wav,8000,24-05-16 11:33,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218852,7.8,r2016-05-24_11.33.13.946.wav_u2016-05-25_06.23.54.125756.wav,8000,24-05-16 11:33,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218853,8.7,r2016-05-24_11.34.13.835.wav_u2016-05-25_06.23.58.990746.wav,8000,24-05-16 11:34,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218854,5.9,r2016-05-24_11.34.13.835.wav_u2016-05-25_06.23.58.990746.wav,8000,24-05-16 11:34,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218855,54.272,r2016-05-24_11.35.13.876.wav_u2016-05-25_06.24.03.696065.wav,8000,24-05-16 11:35,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218858,1.7,r2016-05-24_11.36.13.925.wav_u2016-05-25_06.24.10.053847.wav,8000,24-05-16 11:36,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218857,3.5,r2016-05-24_11.36.13.925.wav_u2016-05-25_06.24.10.053847.wav,8000,24-05-16 11:36,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218856,0.6,r2016-05-24_11.36.13.925.wav_u2016-05-25_06.24.10.053847.wav,8000,24-05-16 11:36,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218859,54.272,r2016-05-24_11.37.13.966.wav_u2016-05-25_06.24.18.066043.wav,8000,24-05-16 11:37,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218860,54.272,r2016-05-24_11.38.13.856.wav_u2016-05-25_06.24.47.365816.wav,8000,24-05-16 11:38,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218861,59.136,r2016-05-24_11.40.53.078.wav_u2016-05-25_06.25.34.535896.wav,8000,24-05-16 11:40,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218862,54.272,r2016-05-24_11.42.58.337.wav_u2016-05-25_06.26.26.963738.wav,8000,24-05-16 11:42,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218863,54.272,r2016-05-24_11.43.58.389.wav_u2016-05-25_06.26.38.622157.wav,8000,24-05-16 11:43,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218864,53.76,r2016-05-24_11.44.58.286.wav_u2016-05-25_06.26.48.652502.wav,8000,24-05-16 11:44,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218865,54.016,r2016-05-24_11.45.58.542.wav_u2016-05-25_06.26.58.560047.wav,8000,24-05-16 11:45,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218866,54.272,r2016-05-24_11.46.58.335.wav_u2016-05-25_06.27.08.979513.wav,8000,24-05-16 11:46,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218867,54.272,r2016-05-24_11.47.58.378.wav_u2016-05-25_06.27.20.829882.wav,8000,24-05-16 11:47,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218868,54.272,r2016-05-24_11.48.58.415.wav_u2016-05-25_06.27.39.589175.wav,8000,24-05-16 11:48,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218869,54.272,r2016-05-24_11.49.58.306.wav_u2016-05-25_06.27.52.414891.wav,8000,24-05-16 11:49,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218870,59.648,r2016-05-24_11.51.19.830.wav_u2016-05-25_06.28.26.907115.wav,8000,24-05-16 11:51,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218871,54.272,r2016-05-24_11.52.25.146.wav_u2016-05-25_06.28.38.596470.wav,8000,24-05-16 11:52,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218872,3.4,r2016-05-24_11.53.25.185.wav_u2016-05-25_06.28.54.765010.wav,8000,24-05-16 11:53,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218873,54.272,r2016-05-24_11.54.25.079.wav_u2016-05-25_06.29.07.094229.wav,8000,24-05-16 11:54,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218874,54.272,r2016-05-24_11.55.25.126.wav_u2016-05-25_06.29.20.716260.wav,8000,24-05-16 11:55,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218875,54.272,r2016-05-24_11.56.25.167.wav_u2016-05-25_06.29.37.877721.wav,8000,24-05-16 11:56,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218876,54.272,r2016-05-24_11.57.25.066.wav_u2016-05-25_06.29.50.523254.wav,8000,24-05-16 11:57,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218877,54.272,r2016-05-24_11.58.25.109.wav_u2016-05-25_06.30.22.378404.wav,8000,24-05-16 11:58,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218878,54.272,r2016-05-24_11.59.25.166.wav_u2016-05-25_06.30.36.767667.wav,8000,24-05-16 11:59,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218879,54.272,r2016-05-24_12.00.25.056.wav_u2016-05-25_06.30.42.909727.wav,8000,24-05-16 12:00,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218880,59.648,r2016-05-24_12.02.07.260.wav_u2016-05-25_06.31.18.458806.wav,8000,24-05-16 12:02,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218881,54.272,r2016-05-24_12.03.12.598.wav_u2016-05-25_06.31.23.719227.wav,8000,24-05-16 12:03,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218882,3.1,r2016-05-24_12.04.12.647.wav_u2016-05-25_06.31.29.181543.wav,8000,24-05-16 12:04,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218883,3.1,r2016-05-24_12.05.12.551.wav_u2016-05-25_06.31.34.629011.wav,8000,24-05-16 12:05,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218884,0.572,r2016-05-24_12.05.12.551.wav_u2016-05-25_06.31.34.629011.wav,8000,24-05-16 12:05,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218885,54.272,r2016-05-24_12.06.12.601.wav_u2016-05-25_06.31.41.229245.wav,8000,24-05-16 12:06,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218886,54.272,r2016-05-24_12.07.12.496.wav_u2016-05-25_06.31.46.408132.wav,8000,24-05-16 12:07,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218887,54.272,r2016-05-24_12.08.12.547.wav_u2016-05-25_06.31.53.086416.wav,8000,24-05-16 12:08,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218888,54.272,r2016-05-24_12.09.12.599.wav_u2016-05-25_06.32.07.035549.wav,8000,24-05-16 12:09,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218889,54.272,r2016-05-24_12.10.12.488.wav_u2016-05-25_06.32.38.097615.wav,8000,24-05-16 12:10,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218890,54.272,r2016-05-24_12.11.12.526.wav_u2016-05-25_06.33.18.266059.wav,8000,24-05-16 12:11,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218891,59.392,r2016-05-24_12.20.18.187.wav_u2016-05-25_06.35.15.302345.wav,8000,24-05-16 12:20,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218892,54.272,r2016-05-24_12.21.23.401.wav_u2016-05-25_06.35.42.939210.wav,8000,24-05-16 12:21,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218893,54.272,r2016-05-24_12.22.23.446.wav_u2016-05-25_06.36.19.242217.wav,8000,24-05-16 12:22,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218894,53.76,r2016-05-24_12.23.23.486.wav_u2016-05-25_06.36.23.730149.wav,8000,24-05-16 12:23,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218896,4.5,r2016-05-24_12.24.23.536.wav_u2016-05-25_06.36.28.499597.wav,8000,24-05-16 12:24,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218895,3.7,r2016-05-24_12.24.23.536.wav_u2016-05-25_06.36.28.499597.wav,8000,24-05-16 12:24,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218897,54.272,r2016-05-24_12.25.23.426.wav_u2016-05-25_06.36.33.065752.wav,8000,24-05-16 12:25,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218898,54.272,r2016-05-24_12.26.23.466.wav_u2016-05-25_06.36.37.720532.wav,8000,24-05-16 12:26,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218899,54.272,r2016-05-24_12.27.23.506.wav_u2016-05-25_06.36.42.996137.wav,8000,24-05-16 12:27,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218900,54.272,r2016-05-24_12.28.23.547.wav_u2016-05-25_06.36.49.518469.wav,8000,24-05-16 12:28,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218901,54.272,r2016-05-24_12.29.23.447.wav_u2016-05-25_06.36.57.928595.wav,8000,24-05-16 12:29,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218902,4.9,r2016-05-24_12.30.23.505.wav_u2016-05-25_06.37.00.481738.wav,8000,24-05-16 12:30,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218903,59.648,r2016-05-24_12.30.50.277.wav_u2016-05-25_06.37.05.840943.wav,8000,24-05-16 12:30,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218904,53.76,r2016-05-24_12.31.55.587.wav_u2016-05-25_06.37.20.487716.wav,8000,24-05-16 12:31,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218905,54.272,r2016-05-24_12.32.55.527.wav_u2016-05-25_06.37.27.208507.wav,8000,24-05-16 12:32,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218906,1.5,r2016-05-24_12.33.55.566.wav_u2016-05-25_06.38.02.769836.wav,8000,24-05-16 12:33,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218907,1.4,r2016-05-24_12.34.55.606.wav_u2016-05-25_06.38.17.081584.wav,8000,24-05-16 12:34,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218908,54.272,r2016-05-24_12.35.55.497.wav_u2016-05-25_06.38.55.732218.wav,8000,24-05-16 12:35,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218909,54.016,r2016-05-24_12.36.55.537.wav_u2016-05-25_06.39.21.761134.wav,8000,24-05-16 12:36,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218910,54.016,r2016-05-24_12.37.55.586.wav_u2016-05-25_06.39.50.120805.wav,8000,24-05-16 12:37,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218911,54.272,r2016-05-24_12.38.55.528.wav_u2016-05-25_06.40.19.127739.wav,8000,24-05-16 12:38,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218912,54.272,r2016-05-24_12.39.55.566.wav_u2016-05-25_06.40.33.227523.wav,8000,24-05-16 12:39,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218913,59.648,r2016-05-24_12.41.13.252.wav_u2016-05-25_06.43.14.678017.wav,8000,24-05-16 12:41,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218914,1.7,r2016-05-24_12.42.18.549.wav_u2016-05-25_06.43.22.773107.wav,8000,24-05-16 12:42,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218915,0.7,r2016-05-24_12.43.18.489.wav_u2016-05-25_06.43.30.845654.wav,8000,24-05-16 12:43,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218916,2.2,r2016-05-24_12.43.18.489.wav_u2016-05-25_06.43.30.845654.wav,8000,24-05-16 12:43,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218917,54.272,r2016-05-24_12.44.18.528.wav_u2016-05-25_06.43.38.425729.wav,8000,24-05-16 12:44,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218918,54.272,r2016-05-24_12.45.18.567.wav_u2016-05-25_06.43.44.705695.wav,8000,24-05-16 12:45,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218919,54.272,r2016-05-24_12.46.18.609.wav_u2016-05-25_06.43.50.805521.wav,8000,24-05-16 12:46,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218920,53.76,r2016-05-24_12.47.18.499.wav_u2016-05-25_06.43.56.984610.wav,8000,24-05-16 12:47,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218921,54.272,r2016-05-24_12.48.18.488.wav_u2016-05-25_06.44.01.858781.wav,8000,24-05-16 12:48,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218922,54.272,r2016-05-24_12.49.18.528.wav_u2016-05-25_06.44.07.528123.wav,8000,24-05-16 12:49,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218923,54.272,r2016-05-24_12.50.18.566.wav_u2016-05-25_06.44.18.257067.wav,8000,24-05-16 12:50,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218924,59.136,r2016-05-24_12.51.35.305.wav_u2016-05-25_06.45.37.458304.wav,8000,24-05-16 12:51,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218925,54.272,r2016-05-24_12.52.40.618.wav_u2016-05-25_06.45.48.547408.wav,8000,24-05-16 12:52,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218926,54.272,r2016-05-24_12.53.40.507.wav_u2016-05-25_06.46.20.570991.wav,8000,24-05-16 12:53,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218927,54.272,r2016-05-24_12.54.40.549.wav_u2016-05-25_06.46.34.917748.wav,8000,24-05-16 12:54,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218928,5.9,r2016-05-24_12.55.40.587.wav_u2016-05-25_06.46.50.789744.wav,8000,24-05-16 12:55,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218929,3.3,r2016-05-24_12.56.40.630.wav_u2016-05-25_06.47.39.769514.wav,8000,24-05-16 12:56,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218930,1.3,r2016-05-24_12.56.40.630.wav_u2016-05-25_06.47.39.769514.wav,8000,24-05-16 12:56,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218931,0.8,r2016-05-24_12.56.40.630.wav_u2016-05-25_06.47.39.769514.wav,8000,24-05-16 12:56,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218932,54.016,r2016-05-24_12.57.40.852.wav_u2016-05-25_06.47.44.561707.wav,8000,24-05-16 12:57,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218933,54.272,r2016-05-24_12.58.40.651.wav_u2016-05-25_06.47.50.495590.wav,8000,24-05-16 12:58,background,,,,,,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218934,1.3,r2016-05-24_12.59.40.537.wav_u2016-05-25_06.48.04.479001.wav,8000,24-05-16 12:59,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
218935,0.7,r2016-05-24_13.00.40.576.wav_u2016-05-25_06.48.15.862764.wav,8000,24-05-16 13:00,mosquito,an gambiae ss,Female,f,Single,3,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
